"id","winner","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
2313,"Trump",5662,"Ralls County, Missouri",10258,5106,5152,571,635,615,590,521,981,1186,1346,783,832,1313,649,236,45.2,2203,8315,8055,7665,2699,2198,8055,3991,4064,2198,1058,1140,10258,10055,203,10055,9692,182,49,0,0,0,0,64,45,0,15,0,0,0,4,0,0,0,0,0,68,203,65,27,0,0,9895,247,76,64,0,179,101,47,18,5,31,10157,9661,170,49,64,0,15,198,106,92,5196,8046,3991,4055,729,117,303,246,63,7326,272,426,3451,1524,527,701,425,6628,1126,981,924,273,1186,1098,188,2961,2763,338,2198,1843,327,"36752","37690","38015","40326","44503","408988","412917","422764","581951","684954",5
2314,"Trump",108022,"Outagamie County, Wisconsin",186829,93264,93565,11610,12953,11718,11963,11591,24777,24421,24617,14081,11363,16301,7806,3628,38.4,43951,148060,142878,136462,33854,27735,142878,70710,72168,27735,12519,15216,186829,181808,5021,181808,166690,2751,2813,30,233,0,14,6543,701,505,439,127,305,366,4100,103,46,35,22,0,2908,5021,1233,1267,1067,34,171502,4209,4217,7865,265,4000,8272,6050,697,32,1493,178557,162791,2579,2533,6413,97,112,4032,326,3706,77529,139975,69058,70917,15884,1760,5617,6970,1537,126994,2730,4830,39243,25069,17002,26515,11605,119434,38120,24777,23741,8403,24421,23221,9322,50061,47533,14195,27735,24939,6200,"47644","48844","50594","52828","55492","11806015","12130422","12871080","13543436","13207889",4
2315,"Trump",5812,"Greene County, Mississippi",13619,8109,5510,781,719,592,751,977,2052,2111,1985,845,882,1157,563,204,40.1,2640,11427,10979,10482,2403,1924,10979,6682,4297,1924,930,994,13619,13520,99,13520,9924,3563,29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,99,50,6,0,16,10007,3629,51,9,8,22,128,81,9,0,38,13491,9799,3563,29,1,0,0,99,19,80,5225,10820,6655,4165,1180,247,401,531,1,9799,632,1515,3499,2308,765,757,323,7652,1080,2052,1402,240,2111,1683,85,3712,2996,555,1924,1571,200,"28123","27810","27866","28265","30485","155889","158652","165698","160361","163422",6
2316,"Trump",57226,"Roanoke County, Virginia",94103,45521,48582,4495,5290,5560,5780,4935,10919,11331,12420,6751,6281,11515,6474,2352,43.5,18952,77482,75151,72012,23579,20341,75151,35553,39598,20341,8874,11467,94103,91879,2224,91879,82180,5564,194,0,12,19,41,3215,1467,788,121,21,92,396,330,33,11,14,0,8,693,2224,865,251,245,0,83851,6476,648,3974,241,1143,2997,1109,809,136,943,91106,80431,5549,175,3153,33,51,1714,194,1520,41036,73205,34745,38460,7108,1004,2645,2422,1037,68043,1564,3001,18531,12971,7496,16113,8367,63478,24480,10919,10300,4482,11331,10965,4879,25452,24030,9422,20341,18183,5697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2318,"Trump",1836,"Hand County, South Dakota",3064,1556,1508,169,219,166,122,244,267,296,306,262,230,370,265,148,47.8,654,2465,2410,2355,904,783,2410,1237,1173,783,356,427,3064,3034,30,3034,3001,4,6,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,30,8,22,0,0,3031,12,28,23,0,0,50,38,0,0,12,3014,2951,4,6,23,0,0,30,0,30,1795,2387,1214,1173,266,36,49,122,59,2144,74,65,686,513,326,387,93,2005,480,267,260,79,296,271,99,798,796,154,783,678,148,"46841","51106","55551","53790","66367","136964","156346","181355","151691","182099",6
2319,"Biden",176604,"Mercer County, New Jersey",368085,179986,188099,20734,20637,23156,26973,28340,45768,46686,51146,25292,22999,31748,16431,8175,38.8,78499,298858,289586,270902,69322,56354,289586,139769,149817,56354,23999,32355,368085,353380,14705,353380,219896,75292,928,11,0,0,0,42301,24105,9070,2455,686,2560,443,2982,275,24,79,0,172,14688,14705,2954,738,2471,175,232889,80068,2367,45576,529,22238,66048,5640,19293,979,40136,302037,179637,72229,396,42220,79,297,7179,695,6484,145115,250756,119837,130919,41341,3791,9968,21320,6262,248245,11469,14288,63046,36284,15094,57526,50538,222488,108064,45768,41521,20031,46686,41423,22088,99437,90434,44976,56354,49110,20969,"61855","62920","65376","68721","71990","31739303","32159158","33621413","37987487","39315606",3
2322,"Trump",16675,"Perry County, Ohio",36076,18050,18026,2207,2405,2327,2377,1953,4183,4380,4997,2448,2718,3829,1809,443,40.7,8494,28677,27582,26261,7549,6081,27582,13680,13902,6081,2811,3270,36076,35457,619,35457,34955,263,80,80,0,0,0,32,20,0,12,0,0,0,0,22,0,0,22,0,105,619,273,187,12,11,35563,551,282,44,22,237,319,291,13,0,15,35757,34794,257,80,32,22,16,556,69,487,15361,27544,13664,13880,2775,499,1493,664,119,24807,411,2700,11746,4507,2208,2135,1100,21696,3235,4183,3945,478,4380,3798,692,10163,9019,1503,6081,4934,562,"35222","37073","38149","39486","43130","716797","805983","785062","797088","756229",2
2323,"Trump",16607,"Union County, Arkansas",39089,18825,20264,2617,2617,2675,2369,2271,4632,4541,4889,2606,2958,4029,2089,796,41.3,9410,30611,29679,28454,8674,6914,29679,14123,15556,6914,3035,3879,39089,38703,386,38703,25064,12883,286,151,0,0,0,302,0,122,75,0,62,36,7,0,0,0,0,0,168,386,201,128,27,0,25450,13090,414,329,10,188,1571,868,10,25,668,37518,23703,12878,231,302,0,22,382,16,366,20065,29191,13861,15330,3139,530,1101,1180,328,26540,822,2790,9203,5736,2361,3831,1797,22928,5628,4632,4216,1067,4541,4034,1109,10453,8947,2160,6914,5731,1292,"39592","42733","43010","45295","47422","2341288","2389756","2520563","2551363","2481167",5
2324,"Trump",15910,"Escambia County, Alabama",36775,18690,18085,2130,2202,2489,2361,1890,5061,4639,4548,2333,2480,3771,2117,754,39.4,8239,29469,28536,27290,7849,6642,28536,14575,13961,6642,2855,3787,36775,36205,570,36205,22757,11774,1391,4,0,0,0,103,0,82,8,0,0,0,13,43,0,0,0,43,137,570,145,207,2,39,23285,12002,1699,106,45,267,888,786,16,0,86,35887,22091,11751,1391,103,43,66,442,9,433,16618,28449,14495,13954,2833,734,987,1012,100,25703,1213,3837,11056,4445,1939,2252,961,20653,3213,5061,3927,557,4639,3564,505,9361,7848,1346,6642,5314,805,"30407","31804","32168","33325","36134","1216073","1266408","1297373","1295203","1256933",6
2327,"Trump",22615,"Shawano County, Wisconsin",40813,20378,20435,2189,2072,2860,2465,2027,4160,4391,5612,3423,2959,4813,2828,1014,45.5,8759,33228,32054,30877,10389,8655,32054,15959,16095,8655,4092,4563,40813,39302,1511,39302,35910,178,2879,3,71,0,2,177,0,22,25,36,10,0,84,0,0,0,0,0,158,1511,114,1037,97,9,37399,323,3956,287,3,387,1209,675,190,189,155,39604,35204,178,2659,177,0,64,1322,60,1262,20957,31869,15848,16021,2854,434,1390,853,177,29200,605,1733,12792,5583,3718,3248,1521,26862,4769,4160,3894,637,4391,4149,764,11994,11207,2233,8655,7612,1135,"39371","41100","42456","44022","47291","1292205","1342337","1396069","1448400","1390910",5
2328,"Trump",21123,"Botetourt County, Virginia",33440,16476,16964,1464,1806,1784,2091,1597,3272,3421,5089,2841,2538,4386,2386,765,47.4,6460,27888,26980,25921,9067,7537,26980,13219,13761,7537,3490,4047,33440,32754,686,32754,31403,955,41,14,0,0,0,219,66,18,4,14,17,100,0,0,0,0,0,0,136,686,237,158,131,3,32036,1324,256,350,2,237,601,74,196,0,331,32839,31015,950,41,219,0,0,614,4,610,14959,26753,13097,13656,2282,285,967,853,177,24698,678,898,8491,4876,3112,4104,2539,23122,6643,3272,3185,1021,3421,3325,1273,10468,9960,2630,7537,6652,1719,"47423","48145","49856","51755","54534","1345188","1235655","1299515","1366048","1357143",3
2329,"Biden",6158,"St. Helena Parish, Louisiana",10227,4901,5326,567,682,535,728,481,1431,1240,1130,743,699,1312,483,196,41.4,2147,8277,8080,7569,2427,1991,8080,3857,4223,1991,889,1102,10227,10154,73,10154,4697,5343,72,0,0,0,0,31,0,10,0,0,0,21,0,0,0,0,0,0,11,73,12,57,0,0,4766,5359,129,35,4,11,194,30,0,0,164,10033,4514,5343,72,31,0,0,73,0,73,5372,7918,3767,4151,846,141,404,297,4,7234,428,1086,2918,1099,512,678,513,5720,1191,1431,1286,193,1240,994,292,2572,1939,474,1991,1501,232,"39580","38683","41153","42128","46176","180290","174072","222100","219604","208785",3
2330,"Trump",33717,"Robertson County, Tennessee",70982,35176,35806,4450,4561,4954,4514,3860,9245,9088,9956,5466,4457,6422,3286,723,39,16982,56074,54000,51710,13107,10431,54000,26470,27530,10431,4779,5652,70982,69071,1911,69071,61056,5149,223,32,0,0,0,462,23,98,21,23,50,132,115,39,36,3,0,0,2142,1911,473,480,98,230,62674,5888,946,619,71,2714,5040,3450,287,121,1182,65942,58524,5103,184,462,39,229,1401,306,1095,27674,52273,25424,26849,5357,468,2735,1857,297,48643,2337,3844,19029,9783,3728,7091,2831,42462,9922,9245,8487,2606,9088,8269,2040,19879,17532,3869,10431,8174,1407,"38684","40418","41832","44306","46519","2550105","2642317","2541353","2558480","2585024",2
2331,"Biden",344791,"Dane County, Wisconsin",542459,269760,272699,30340,29887,31955,35580,56218,85229,72194,63404,33882,29331,45712,19495,9232,35.2,110477,444097,431982,403567,91088,74439,431982,213151,218831,74439,33363,41076,542459,517937,24522,517937,448229,26297,1603,49,339,81,4,32250,8145,10073,914,836,1925,1651,8706,321,41,43,140,97,9237,24522,9259,2090,5362,311,471441,37251,4924,38794,704,15230,35232,20777,3157,695,10603,507227,427110,25673,1313,32033,198,2370,18530,963,17567,236202,407158,199926,207232,73503,3468,16688,34902,18445,358479,5318,8352,61911,59995,34976,112116,75811,344809,187927,85229,83116,53469,72194,69438,42349,126617,121404,60512,74439,70851,31597,"55760","57393","60357","63668","66677","40785004","41152975","43587340","45855616","46126548",3
2333,"Trump",5697,"McCormick County, South Carolina",9495,5293,4202,274,195,414,351,402,850,983,1146,633,968,2084,1025,170,56.6,1129,8551,8366,8217,3799,3279,8366,4549,3817,3279,1589,1690,9495,9181,314,9181,4928,4185,0,0,0,0,0,21,0,4,0,0,17,0,0,0,0,0,0,0,47,314,259,17,0,0,5233,4453,17,21,0,85,115,46,27,0,42,9380,4864,4185,0,21,0,34,276,0,276,5669,8326,4521,3805,507,128,212,159,8,7859,247,1035,2699,1243,987,982,666,6577,1648,850,627,36,983,743,95,2747,2313,452,3279,2894,1065,"33863","35839","38484","39739","42206","203357","208689","222156","234823","247515",6
2334,"Trump",31261,"Walla Walla County, Washington",60785,31126,29659,3281,3567,3748,4782,5359,7672,6868,6929,3610,3949,6163,2861,1996,37.5,12831,49315,47954,43940,13336,11020,47954,24454,23500,11020,4979,6041,60785,57115,3670,57115,49683,1063,391,34,6,0,23,1143,22,313,365,136,167,13,127,125,44,0,28,53,4710,3670,424,1003,445,99,53117,1701,1581,1740,298,6191,13115,11160,296,161,1498,47670,43266,1026,180,1119,104,45,1930,151,1779,24871,44993,22997,21996,7906,817,2327,4314,448,40048,1996,2872,8304,10642,4774,6557,4903,35180,11460,7672,6686,1894,6868,5826,1829,14488,12609,4083,11020,10059,3654,"40769","42233","43690","46483","50520","3275291","3497188","3598023","3654243","3409651",4
2335,"Biden",104912,"Caddo Parish, Louisiana",243243,115183,128060,16227,15198,16972,15041,14803,33859,29545,27990,15451,16720,24023,12100,5314,37.8,57800,192064,185443,176389,50515,41437,185443,85985,99458,41437,17473,23964,243243,236847,6396,236847,110534,119701,796,197,0,22,0,3212,403,453,809,9,80,798,660,116,11,15,71,19,2488,6396,2019,1244,568,404,116070,122944,2895,4127,345,4016,6942,4257,362,41,2282,236301,107795,119245,754,3200,101,361,4845,526,4319,113427,182804,84650,98154,20441,4158,6817,8067,1399,165002,6005,15738,51806,39101,11977,23751,16624,143259,40375,33859,28870,7429,29545,26358,7413,60161,52782,14279,41437,35249,11254,"45059","45522","48858","49516","53120","12063139","12684328","13560872","13631544","12624340",3
2336,"Biden",49642,"Suffolk city, Virginia",91383,44185,47198,6002,5975,6457,5702,5197,12321,11794,12483,6160,6083,7998,3852,1359,38.1,22025,71731,69358,66250,16432,13209,69358,32927,36431,13209,5780,7429,91383,87240,4143,87240,46250,37869,153,2,26,0,0,1956,379,133,392,151,222,350,329,9,3,6,0,0,1003,4143,1297,333,437,417,49605,40564,1567,2735,53,1803,4098,1212,1455,116,1315,87285,44706,37218,127,1892,9,204,3129,73,3056,37394,68081,32540,35541,7308,1105,2506,3119,578,62050,2118,3930,16132,15833,5648,10899,7490,56002,18389,12321,11535,4113,11794,11114,3598,24726,22401,7539,13209,10952,3139,"48940","49688","50134","51911","55246","3702664","3630664","3773935","4057023","4300128",2
2337,"Biden",377358,"Jefferson County, Colorado",578795,288769,290026,29466,31815,32328,32741,31995,86529,79452,75985,43628,39570,58260,25433,11593,40.2,114014,478638,464781,445136,117620,95286,464781,230384,234397,95286,43039,52247,578795,551319,27476,551319,511645,6589,3788,214,86,798,526,16280,1687,3820,1251,1691,1359,4443,2029,412,149,101,53,109,12605,27476,3606,4539,4715,169,537870,11749,9907,22661,1758,24674,89639,62317,2221,1115,23986,489156,449495,6081,2336,15992,412,954,13886,1387,12499,237789,449115,222699,226416,44331,5329,13932,18648,6422,420450,6382,15410,83767,87325,32318,124649,70599,398658,195248,86529,82242,41502,79452,75171,42559,159183,151189,71170,95286,90056,40017,"57593","59614","62407","66571","69118","29580031","30738106","32434039","34763579","34695198",2
2338,"Trump",116688,"Jefferson County, Missouri",224777,111789,112988,13087,14443,15462,13704,12251,28568,29813,30572,16953,16207,21069,9368,3280,39.6,52094,178824,172683,165652,42872,33717,172683,85038,87645,33717,15357,18360,224777,216714,8063,216714,211917,1943,545,208,0,5,7,1748,237,270,574,40,107,292,228,35,35,0,0,0,526,8063,1816,1272,772,32,219825,3935,1992,2576,134,4520,4548,2842,500,82,1124,220229,208273,1942,518,1748,24,165,7559,3547,4012,91528,171401,84418,86983,16853,2086,6509,7129,1129,155830,3469,11831,50254,37934,19461,22372,10509,140530,32881,28568,26462,7257,29813,27814,8105,63732,57451,12109,33717,28803,5410,"39856","40952","42242","44193","46665","5060493","5277391","5452145","5611327","5698978",2
2339,"Trump",10241,"Howard County, Texas",36213,20377,15836,2316,2109,2318,2652,2052,5355,5263,5340,2295,1858,2563,1491,601,37.5,7969,29002,28244,26153,5680,4655,28244,16376,11868,4655,2208,2447,36213,33971,2242,33971,28486,1996,389,12,0,35,14,197,8,8,94,0,9,14,64,18,0,0,11,7,2885,2242,357,150,186,47,30524,2449,620,468,188,4206,15686,13933,122,49,1582,20527,17147,1867,237,197,11,43,1025,204,821,13200,24923,13248,11675,3478,1038,1252,1138,50,24766,2174,2750,8590,6356,1582,2263,1051,19842,3314,5355,4535,625,5263,4240,726,9493,7438,1225,4655,3629,738,"36415","39427","46121","46684","46964","2426103","3982453","6066486","6107950","3971371",5
2340,"Trump",33810,"Oxford County, Maine",57741,28483,29258,2561,2888,3140,3151,2712,6027,6622,7777,4733,5567,7477,3463,1623,47.8,10604,48580,47137,45592,15713,12563,47137,23023,24114,12563,5962,6601,57741,56078,1663,56078,55253,183,168,0,72,0,0,308,33,106,72,42,17,0,38,3,3,0,0,0,163,1663,284,666,330,8,56904,537,919,657,51,450,834,257,329,18,230,56907,54637,178,158,301,3,116,1514,254,1260,37123,46772,22918,23854,3848,656,1647,1207,338,43289,933,2787,17744,7838,5055,6037,2895,39569,8932,6027,5287,1148,6622,6251,1503,18077,16662,3375,12563,11369,2906,"35116","36345","37897","39353","42694","1631068","1690517","1788316","1819766","1835967",6
2341,"Trump",47979,"Jefferson County, Wisconsin",84837,42481,42356,4298,4894,5292,6378,4890,9698,10727,11766,6581,5816,8735,4316,1446,41.3,17886,69383,66951,62765,17598,14497,66951,33209,33742,14497,6708,7789,84837,82378,2459,82378,79091,710,162,65,25,0,0,451,45,104,27,0,60,85,130,45,45,0,0,0,1919,2459,593,508,570,4,81499,1400,742,1097,93,2587,6148,4580,683,76,809,78689,75849,599,83,451,0,14,1693,84,1609,36010,65433,32403,33030,7866,519,2930,3866,551,59085,1845,2858,19214,12551,6850,10956,4811,54382,15767,9698,9186,2863,10727,10005,3842,24163,22210,6006,14497,12981,3056,"42289","44079","45734","47726","50624","3472991","3580133","3546480","3739324","3645352",5
2343,"Biden",81270,"Newport News city, Virginia",179582,86832,92750,13148,11853,10483,12395,15017,30573,21785,19816,11072,10204,13628,7214,2394,33.8,41668,141773,137914,128056,28767,23236,137914,65419,72495,23236,9470,13766,179582,167606,11976,167606,83717,73509,496,11,0,0,47,5786,386,628,1331,133,1037,465,1806,253,0,74,44,135,3845,11976,3665,1038,1457,218,94322,80453,2380,9859,1299,6419,16816,6761,5094,916,4045,162766,75587,71917,340,5715,155,956,8096,369,7727,77851,132334,63050,69284,21228,1406,8448,9471,1903,116686,3443,6412,32875,29389,11853,20610,12104,106831,32714,30573,28770,9694,21785,20074,6916,41092,37742,10238,23236,20245,5866,"38381","39043","39057","40133","44072","12228180","12206278","13048845","13995539","13380589",2
2346,"Trump",2199,"Hickman County, Kentucky",4461,2148,2313,219,144,351,322,250,351,551,515,229,452,658,274,145,46.4,884,3720,3577,3342,1364,1077,3577,1689,1888,1077,463,614,4461,4330,131,4330,3848,394,49,0,36,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,32,131,31,1,46,0,3979,425,53,53,0,85,92,70,2,0,20,4369,3837,394,49,7,0,0,82,6,76,2367,3572,1685,1887,402,148,202,47,5,3175,270,213,1200,562,208,538,184,2692,722,351,295,137,551,516,125,1196,971,256,1077,910,204,"34684","40334","40522","41845","42155","142623","173496","175017","165454","139474",6
2347,"Trump",88892,"Comal County, Texas",148921,73619,75302,8504,9127,9948,9398,7973,16739,18221,19961,10273,11588,16841,7315,3033,42.1,33601,119443,115320,109972,33947,27189,115320,56454,58866,27189,12727,14462,148921,139781,9140,139781,129711,3236,376,9,2,0,22,1739,472,410,218,85,172,51,331,65,54,11,0,0,4654,9140,850,1228,899,0,138648,4195,1697,2931,199,10671,41293,35569,1825,284,3615,107628,99164,3169,97,1658,65,638,2837,134,2703,60661,111551,54329,57222,11349,1540,4977,3439,1393,103971,2684,3893,26439,24334,7198,25639,13784,97394,39423,16739,15900,6092,18221,17160,7481,41822,39148,15764,27189,25186,10086,"57004","58997","61285","63236","64164","5548988","5859257","6296301","6773203","7190094",2
2348,"Trump",4077,"Chariton County, Missouri",7449,3659,3790,460,429,499,432,369,702,750,824,623,548,912,599,302,46.2,1693,5971,5756,5529,2203,1813,5756,2789,2967,1813,830,983,7449,7300,149,7300,7062,159,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,149,52,55,3,0,7211,211,60,3,0,113,70,25,0,0,45,7379,7029,159,0,0,0,46,145,37,108,4148,5735,2777,2958,496,119,163,195,19,5260,120,367,2458,920,424,650,321,4773,971,702,690,204,750,681,188,1995,1794,395,1813,1608,184,"40292","41407","41006","44366","48933","270813","280307","270311","289887","291306",6
2350,"Trump",2359,"Dewey County, Oklahoma",4885,2400,2485,299,342,478,392,182,532,542,553,284,349,495,339,98,39.2,1326,3673,3559,3345,1123,932,3559,1770,1789,932,432,500,4885,4622,263,4622,4310,4,292,57,0,12,0,6,0,6,0,0,0,0,0,0,0,0,0,0,10,263,51,192,0,0,4573,55,484,6,0,30,373,359,0,0,14,4512,3976,4,288,6,0,0,238,0,238,2458,3497,1739,1758,367,50,84,216,17,3192,51,155,1319,814,187,451,215,2986,666,532,485,67,542,490,105,1186,1136,291,932,875,203,"41934","41120","48837","53322","51015","286445","282497","312296","350229","296823",6
2352,"Trump",19738,"Dale County, Alabama",49293,24265,25028,3260,3317,2874,3020,3300,6977,5865,5939,3418,2992,4885,2634,812,37.8,11329,39195,37964,36364,10083,8331,37964,18462,19502,8331,3726,4605,49293,47653,1640,47653,35286,10193,413,86,1,0,0,680,38,0,133,127,148,5,229,0,0,0,0,0,1081,1640,533,375,327,124,36668,11000,931,1167,19,1202,3285,1557,1013,67,648,46008,33598,9955,285,614,0,147,1409,63,1346,23151,37289,18215,19074,4442,586,1668,1847,341,33522,1620,3303,10358,8736,3398,4208,1899,28599,6107,6977,6306,1581,5865,5182,1087,12349,10342,2167,8331,6769,1272,"34517","35135","36200","37574","40032","2791353","2826667","2816451","2905698","2852051",5
2353,"Trump",9668,"Pickens County, Alabama",20049,9574,10475,1038,1121,1066,1207,1231,2441,2573,2738,1421,1422,2162,1077,552,42.5,3947,16622,16102,15410,4533,3791,16102,7483,8619,3791,1700,2091,20049,19777,272,19777,11384,8078,38,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,269,272,164,70,11,0,11645,8245,108,27,0,296,989,583,55,36,315,19060,10752,8005,38,8,0,9,248,3,245,9620,15448,7442,8006,1716,352,654,591,119,14386,843,1624,5608,3204,1032,1385,690,11919,2075,2441,2111,296,2573,2218,291,5581,4700,930,3791,2890,558,"31838","33082","33911","35986","38631","422909","446190","454991","461997","452155",4
2354,"Trump",4261,"Valley County, Montana",7424,3753,3671,443,405,529,448,327,795,820,788,519,650,877,718,105,44.4,1686,5943,5738,5566,2087,1700,5738,2861,2877,1700,791,909,7424,7081,343,7081,6325,30,692,0,8,0,39,15,0,0,1,4,10,0,0,10,0,0,0,10,9,343,12,235,40,0,6668,65,950,88,43,9,70,54,1,1,14,7354,6284,30,680,15,0,4,341,0,341,4883,5731,2860,2871,466,52,214,142,58,5272,38,303,1802,1620,490,829,190,4931,1019,795,779,225,820,754,159,1957,1834,325,1700,1564,310,"41305","45643","44516","46099","50260","313909","340404","317314","321923","342518",6
2356,"Trump",36542,"Haywood County, North Carolina",61862,30109,31753,2916,2896,3308,3202,2938,7076,6736,8006,4576,4910,8796,4918,1584,47.7,11204,52063,50658,49104,18310,15298,50658,24221,26437,15298,6962,8336,61862,60357,1505,60357,58482,541,326,190,6,0,20,468,120,37,177,0,81,13,40,0,0,0,0,0,540,1505,408,342,73,0,59987,993,696,585,37,1159,2557,1253,448,405,451,59305,57103,541,318,412,0,45,886,0,886,35659,49942,23799,26143,4056,442,1498,1601,515,46602,1487,3868,12253,10452,5572,7923,5047,41247,12970,7076,6104,1832,6736,5903,1887,17492,15968,4749,15298,13272,4502,"38076","39248","40084","42758","45709","1722586","1831550","1890350","2026167","2034207",3
2357,"Trump",16288,"Caroline County, Virginia",30581,15101,15480,2037,1891,2150,1610,2246,3601,3834,3982,2285,1996,2979,1502,468,39.5,7081,24229,23500,22406,6073,4949,23500,11600,11900,4949,2246,2703,30581,29293,1288,29293,19918,8121,109,12,0,0,4,177,32,0,107,0,38,0,0,0,0,0,0,0,968,1288,552,208,212,164,21029,8916,549,433,5,1040,1541,328,121,288,804,29040,19317,8098,109,177,0,158,1181,10,1171,12322,22963,11327,11636,2853,253,1281,1159,160,20647,598,1888,8022,4071,1558,2982,1528,18161,4510,3601,3355,820,3834,3652,859,8263,7348,1891,4949,3806,940,"39843","41273","41909","43232","46568","736859","768936","791722","796728","857187",2
2358,"Trump",6955,"Lawrence County, Kentucky",15604,7740,7864,1081,824,1244,897,728,1812,1921,2057,1188,1057,1780,749,266,42,3763,12266,11841,11344,3419,2795,11841,5727,6114,2795,1266,1529,15604,15428,176,15428,15216,53,1,1,0,0,0,150,0,73,0,0,0,0,77,0,0,0,0,0,8,176,54,107,0,0,15385,114,108,150,7,16,205,140,65,0,0,15399,15073,53,1,150,0,0,122,8,114,7446,11803,5711,6092,1011,260,455,264,32,10830,1057,1631,4703,1867,575,558,439,8142,997,1812,1548,118,1921,1675,238,4302,2974,388,2795,1945,253,"28815","29244","30246","31541","34590","327893","327163","344580","375188","373620",6
2360,"Trump",6296,"Stewart County, Tennessee",13553,6572,6981,775,781,783,829,696,1596,1539,1888,929,1059,1586,843,249,43.8,2880,11092,10673,10220,3222,2678,10673,5116,5557,2678,1205,1473,13553,13075,478,13075,12685,49,70,66,0,0,0,71,0,0,1,0,41,0,29,111,111,0,0,0,89,478,150,117,175,0,13145,199,205,246,111,125,433,318,64,28,23,13120,12397,42,70,71,111,1,428,18,410,6882,10540,5004,5536,984,191,448,250,95,9689,343,885,4228,1764,701,1166,602,8461,1768,1596,1519,317,1539,1439,328,3876,3228,691,2678,2275,432,"39666","40033","40861","42737","45248","1064396","850914","915665","833679","766520",6
2361,"Trump",5537,"Holt County, Nebraska",10123,5098,5025,653,632,829,481,576,1029,1042,1065,847,754,1167,562,486,43.1,2492,7819,7631,7412,2677,2215,7631,3777,3854,2215,1021,1194,10123,9987,136,9987,9829,22,64,0,0,0,8,41,9,5,0,0,27,0,0,2,0,2,0,0,29,136,42,21,12,1,9964,67,86,55,2,87,514,443,0,0,71,9609,9412,22,64,41,2,3,65,2,63,5264,7523,3690,3833,679,15,288,336,40,6952,150,269,2210,1496,1143,1234,450,6533,1684,1029,984,420,1042,1005,319,2666,2521,508,2215,2023,437,"53377","51871","49800","52409","59866","603949","645899","621629","663649","730066",6
2362,"Trump",52170,"Highlands County, Florida",104574,50712,53862,4727,4579,5401,4888,4622,9769,9373,10127,6387,7381,17811,14298,5211,54.1,17680,88726,86894,83718,41197,37320,86894,41906,44988,37320,17542,19778,104574,100830,3744,100830,82933,9916,136,1,0,0,20,1545,337,17,998,18,18,78,79,0,0,0,0,0,6300,3744,845,680,247,31,86506,11060,847,1805,222,8012,21365,7899,6351,3757,3358,83209,69153,9677,124,1527,0,456,2272,289,1983,55919,81061,38730,42331,6537,1220,3021,2045,251,80357,4366,7408,29874,17492,7127,9244,4846,68583,14090,9769,7238,1185,9373,8159,2047,23895,20856,4065,37320,32330,6793,"32993","34129","34362","36309","39163","2412384","2515756","2459540","2671812","2720332",4
2364,"Biden",770070,"Alameda County, California",1661584,817141,844443,95926,94590,96091,93648,98333,277508,251123,221219,106348,95612,136398,64328,30460,37.8,341591,1356362,1319993,1261171,286139,231186,1319993,642540,677453,231186,101416,129770,1661584,1531088,130496,1531088,631037,171922,11037,695,111,504,177,519249,136689,180413,88538,11540,19780,33195,49094,13648,2189,1725,3184,6550,184195,130496,15454,6758,37713,2328,738232,204606,28833,578885,25897,231659,369546,268602,12708,3601,84635,1292038,508583,167316,4942,515105,12924,6764,76404,6085,70319,605767,1090922,528167,562755,136997,11218,39892,62546,23341,1182996,67748,64559,201032,197980,75950,332539,243188,1050689,575727,277508,259813,156528,251123,227182,141199,423179,371982,189522,231186,191712,88478,"65989","69857","74729","80623","88841","121053460","128977406","136322853","141817737","140614132",1
